user_id,amount,merchant_category,hour_of_day,is_international,avg_user_spend,is_fraud
1387,439.827107354065,Grocery,5,0,85.86,0
1441,71.20826303179433,Electronics,10,1,90.31,0
1029,3439.620710103127,Luxury,0,1,25.96,1
1180,283.20623084862467,Luxury,15,0,94.82,0
1386,102.1169358680621,Luxury,8,0,27.4,0
1124,182.50843834409966,Grocery,4,0,59.14,0
1484,3481.5277522298843,Pharmacy,23,0,21.62,1
1376,490.65249719348196,Electronics,6,0,47.11,0
1277,204.4868250265305,Gas,19,0,89.26,0
1022,399.56543761071583,Grocery,20,0,85.41,0
1077,90.98254488305723,Luxury,16,0,28.18,0
1227,1263.4505128050932,Electronics,1,0,21.81,1
1308,359.2216243521904,Grocery,3,0,80.87,0
1334,215.95026036843453,Pharmacy,1,0,40.83,0
1260,40.394531015813186,Gas,11,0,79.91,0
1339,30.032097742149606,Gas,18,0,77.1,0
1083,166.79815366236605,Gas,10,0,43.76,0
1253,373.70219305733343,Electronics,11,1,84.27,0
1199,95.5875391704464,Travel,2,0,84.6,0
1104,66.13085903914717,Gas,14,0,77.39,0
1430,422.65929928160637,Travel,23,0,20.99,0
1126,2991.393084947812,Electronics,0,1,34.05,1
1069,126.61435225400754,Luxury,9,1,98.01,0
1293,460.07309459677026,Grocery,10,0,83.99,0
1095,289.71280067787706,Gas,3,0,58.37,0
1348,231.5503675592747,Gas,12,1,82.33,0
1167,386.7789152193974,Gas,0,0,28.69,0
1259,3612.5617881930475,Grocery,5,1,67.93,1
1212,89.27746138168814,Luxury,8,0,32.52,0
1417,71.7857749071874,Travel,9,0,46.84,0
1109,252.6147344886646,Pharmacy,18,1,71.52,0
1038,237.70133132883075,Travel,7,0,73.62,0
1220,378.95220035027967,Gas,10,0,39.93,0
1407,267.6252495527719,Travel,17,0,60.6,0
1495,4225.981497824838,Travel,8,0,88.1,1
1232,3194.7994503492832,Luxury,15,1,73.58,1
1060,311.2024208844093,Travel,11,0,39.79,0
1424,114.55677038947394,Travel,0,0,28.63,0
1085,321.47107709194137,Electronics,11,0,49.48,0
1364,170.61997573332476,Travel,6,0,98.54,0
1052,435.1257091050017,Gas,14,0,49.58,0
1118,2572.187964474898,Pharmacy,1,0,53.93,1
1296,194.69389272170855,Grocery,17,0,51.09,0
1033,320.5331581216078,Pharmacy,12,0,25.19,0
1410,475.36190196746236,Electronics,12,0,29.57,0
1138,999.937627571786,Travel,0,1,23.18,1
1023,89.12025150055622,Grocery,22,0,21.68,0
1084,349.37417402011806,Gas,2,0,91.02,0
1101,190.7776710059566,Restaurant,16,0,76.34,0
1448,1153.3314337505733,Grocery,1,0,55.42,1
1045,178.80414231158434,Luxury,22,0,45.41,0
1089,373.6984864394373,Grocery,8,1,68.02,0
1349,365.63580805887597,Gas,10,0,75.35,0
1206,407.8085288655428,Electronics,23,0,22.31,0
1432,5907.429446938226,Electronics,13,0,46.84,1
1056,320.82766645659666,Electronics,18,0,87.59,0
1029,405.355573801117,Grocery,8,0,70.96,0
1469,550.5642482533499,Gas,4,1,32.29,1
1397,262.29381437478474,Luxury,0,0,89.44,0
1329,42.669335327405506,Restaurant,20,0,21.72,0
1111,125.0157519192277,Grocery,6,0,28.68,0
1350,178.97691939757948,Pharmacy,5,0,78.36,0
1125,70.99300606436965,Gas,6,0,62.37,0
1330,120.91559014982613,Travel,3,0,41.06,0
1157,449.8870084491717,Gas,1,0,75.85,0
1226,89.3904317414092,Grocery,9,0,45.92,0
1301,266.45093337652884,Pharmacy,20,0,29.55,0
1307,1537.395190452696,Electronics,9,0,60.67,1
1172,397.8703458144205,Restaurant,10,0,59.1,0
1126,412.6542446774192,Travel,6,1,25.38,0
1221,2080.8039351124835,Grocery,1,1,46.41,1
1461,15.056249150759385,Restaurant,7,0,46.36,0
1102,183.33314669414676,Luxury,8,0,24.04,0
1260,421.2354912608246,Electronics,8,0,54.22,0
1330,3788.0872209800955,Gas,13,0,73.48,1
1361,38.45283996876958,Restaurant,16,0,81.58,0
1426,212.0669678473064,Gas,22,0,91.39,0
1086,2985.0449095318872,Grocery,4,0,69.39,1
1066,265.91016172807934,Travel,4,0,46.08,0
1268,4349.992894895922,Luxury,2,0,88.16,1
1022,409.6913462733947,Pharmacy,8,1,46.89,0
1239,253.662361587141,Pharmacy,12,0,24.37,0
1026,84.60009769586523,Travel,21,0,94.37,0
1225,183.29366682892461,Electronics,15,0,70.07,0
1222,33.64227646130655,Gas,23,0,55.27,0
1226,349.0849610871252,Restaurant,0,0,54.47,0
1074,300.4864819202894,Gas,11,1,97.98,0
1468,211.88679698266714,Travel,10,0,20.07,0
1265,232.96419669844008,Gas,23,0,95.38,0
1379,156.7918994570049,Luxury,5,0,98.65,0
1185,406.44464074370677,Gas,21,0,79.33,0
1190,334.2892637942578,Travel,8,0,29.33,0
1228,397.98998626241513,Luxury,22,0,81.86,0
1328,291.5655373882158,Grocery,18,0,88.7,0
1416,434.6423792558333,Gas,22,0,44.57,0
1149,334.1464532161895,Luxury,12,0,52.09,0
1394,353.4352358071986,Restaurant,16,1,91.08,0
1399,418.09419268139914,Restaurant,14,1,74.8,0
1295,446.2064865440089,Gas,9,0,44.81,0
1285,212.99067576825306,Pharmacy,1,1,52.13,0
1257,231.99417239637737,Grocery,21,0,94.78,0
1065,89.08479186746675,Grocery,20,0,86.55,0
1267,263.7002884516416,Travel,23,1,85.08,0
1012,328.9914166298798,Restaurant,20,1,42.06,0
1292,434.49994425673765,Luxury,5,1,51.12,0
1156,8.196316022033317,Electronics,23,0,70.31,0
1293,217.633349086835,Electronics,4,0,55.66,0
1358,490.6088810563776,Gas,2,0,41.17,0
1048,231.80106319606503,Luxury,11,0,29.23,0
1403,1086.2310359846297,Travel,2,0,69.98,1
1268,12.193065363057782,Pharmacy,11,0,81.7,0
1004,542.5412435269676,Gas,17,0,33.76,1
1036,964.3571412075848,Electronics,14,1,25.88,1
1427,429.3325792031177,Grocery,14,0,62.61,0
1465,290.08745785153667,Travel,17,0,25.51,0
1103,5444.061069154526,Pharmacy,3,0,54.18,1
1029,443.56622604964736,Luxury,18,0,98.33,0
1241,305.4917716448188,Luxury,15,0,63.12,0
1333,486.2115938405475,Restaurant,11,1,86.91,0
1496,4148.205410618094,Gas,4,0,24.89,1
1472,649.1195107437389,Luxury,11,1,26.4,1
1397,460.22325749224444,Travel,19,1,37.69,0
1237,362.0543804452622,Travel,1,0,85.64,0
1241,250.45454845911212,Pharmacy,10,0,22.79,0
1246,6271.190715902286,Luxury,13,0,71.5,1
1468,45.00186187239335,Gas,8,0,88.56,0
1491,95.17314418972006,Electronics,16,0,83.16,0
1233,452.3492782954259,Gas,22,1,41.99,0
1189,5930.669576812847,Electronics,8,0,45.86,1
1042,20.96462196794623,Pharmacy,14,0,70.92,0
1327,5.828391676929583,Travel,13,0,75.56,0
1137,497.8192631075094,Grocery,14,0,75.89,0
1376,16.075034986219578,Gas,13,0,99.38,0
1012,394.7974892113548,Gas,15,0,58.24,0
1148,105.16166236190685,Restaurant,21,0,32.2,0
1121,90.92167329337586,Restaurant,15,0,74.14,0
1321,227.24422447497275,Luxury,15,0,56.14,0
1357,217.6812653066845,Luxury,10,0,26.81,0
1180,2966.3568464999007,Grocery,13,1,84.84,1
1191,355.29117186464265,Electronics,10,0,53.51,0
1498,91.98511583016418,Restaurant,18,0,71.36,0
1407,83.00406496091935,Electronics,13,0,57.15,0
1443,434.773807124722,Electronics,23,0,95.39,0
1289,160.71511757977336,Travel,5,0,65.7,0
1254,182.20297976134438,Luxury,18,0,72.86,0
1076,217.51812428826517,Restaurant,20,0,20.33,0
1433,206.34148343951847,Pharmacy,3,0,29.0,0
1464,348.7704001525695,Pharmacy,13,0,34.28,0
1360,96.9078695635629,Luxury,14,1,64.39,0
1175,357.47784209498025,Restaurant,13,1,99.58,0
1022,300.63670652526497,Luxury,12,0,89.61,0
1224,283.7288689681207,Travel,11,0,73.75,0
1463,268.17246786441643,Gas,7,0,85.22,0
1375,352.48709444866216,Electronics,0,0,57.2,0
1005,2812.3817733489946,Gas,1,1,29.79,1
1422,1142.558548119241,Gas,1,0,90.17,1
1330,243.89601510713658,Electronics,13,0,60.19,0
1246,486.97716767653884,Pharmacy,12,0,96.79,0
1156,271.0408138627695,Electronics,5,0,51.39,0
1092,454.5989096786232,Pharmacy,22,0,97.86,0
1067,295.7126851082554,Grocery,12,0,35.54,0
1078,356.3078550668782,Gas,8,0,42.23,0
1347,377.5519290708723,Grocery,15,0,30.98,0
1010,263.32688279791466,Restaurant,3,0,20.22,0
1348,990.126911713051,Pharmacy,14,0,24.57,1
1126,318.65818222384013,Grocery,2,0,98.78,0
1450,156.44841521038913,Travel,17,0,52.63,0
1197,140.60109122217457,Gas,15,0,54.21,0
1183,395.1693239594535,Grocery,18,0,70.36,0
1419,352.4645162583362,Travel,7,0,23.25,0
1173,470.51678682571514,Electronics,19,0,89.18,0
1192,365.1924314118136,Travel,11,0,93.14,0
1006,475.8533060952437,Electronics,0,1,44.54,0
1116,385.60897227879235,Pharmacy,11,0,41.0,0
1497,3313.460622435954,Electronics,2,1,94.81,1
1240,163.48084407256633,Travel,4,0,51.26,0
1030,172.01868890071236,Gas,5,0,47.43,0
1490,506.7875274611814,Travel,20,0,26.61,1
1201,410.8735919678019,Gas,4,1,45.39,0
1152,163.1893917306499,Electronics,11,0,86.33,0
1159,267.0804310629195,Travel,5,0,86.19,0
1069,270.84229493991705,Restaurant,1,0,90.33,0
1483,141.66373198142855,Restaurant,8,1,85.96,0
1176,187.39623310400893,Grocery,21,0,56.77,0
1271,7946.992460720357,Travel,19,1,87.33,1
1464,496.87427101525867,Luxury,9,0,77.11,0
1489,2236.7096586397724,Travel,1,0,46.09,1
1053,372.83160612545095,Electronics,11,0,84.39,0
1145,440.0671120108665,Travel,0,0,91.81,0
1313,252.29775763353845,Electronics,1,1,50.02,0
1069,215.74435045055736,Electronics,11,0,81.34,0
1019,1614.7161378058831,Restaurant,4,0,76.43,1
1438,242.173073066533,Luxury,14,0,76.85,0
1408,122.52103399880134,Pharmacy,1,0,58.07,0
1272,4114.2010158599305,Grocery,21,0,84.36,1
1412,130.03372694941146,Pharmacy,14,0,77.8,0
1260,61.64954533906764,Travel,2,0,97.13,0
1007,117.85834714012812,Restaurant,7,1,67.84,0
1186,226.1218747590544,Gas,2,1,90.86,0
1426,80.27943677347193,Electronics,6,0,20.6,0
1228,474.94675551080564,Pharmacy,21,0,24.18,0
1114,179.06534439937093,Gas,15,0,79.25,0
1210,298.0082330017188,Pharmacy,12,0,69.0,0
1062,207.5733161696733,Electronics,0,0,38.02,0
1337,291.2168585500608,Pharmacy,20,0,87.16,0
1158,400.73581031802877,Grocery,19,0,32.56,0
1074,400.77687384240556,Luxury,17,1,69.06,0
1488,2522.677326283568,Restaurant,18,1,65.84,1
1075,258.34326472877,Travel,3,1,52.42,0
1168,118.96976630479574,Electronics,15,0,23.69,0
1178,481.62538919921394,Grocery,12,0,95.66,0
1216,375.9349892306068,Grocery,17,0,79.96,0
1081,292.5495665562525,Travel,5,0,29.46,0
1168,372.052953303533,Restaurant,18,0,40.89,0
1293,29.442899433404822,Luxury,7,0,34.63,0
1127,3566.762625599277,Luxury,19,1,71.41,1
1187,432.3832248750387,Pharmacy,19,0,31.69,0
1010,129.000697939868,Travel,14,0,53.82,0
1297,3009.3320884051664,Restaurant,5,1,28.82,1
1005,4864.360835765611,Gas,1,0,88.16,1
1100,350.8109134255021,Travel,14,0,86.41,0
1119,373.88950827437463,Restaurant,5,0,89.64,0
1003,577.7482520218983,Restaurant,21,0,31.87,1
1093,182.6705698102535,Travel,19,0,35.25,0
1196,2226.0590087131986,Restaurant,0,0,21.61,1
1263,7101.44219453066,Luxury,23,0,50.52,1
1160,445.2886638725479,Electronics,3,0,79.41,0
1418,63.38889345542474,Electronics,10,0,63.05,0
1455,2228.6588800632026,Grocery,10,1,75.11,1
1490,375.67657551756054,Restaurant,4,0,21.42,0
1485,378.2962407358976,Pharmacy,0,1,48.79,0
1239,414.06485325996215,Travel,8,0,94.18,0
1082,111.08005297727921,Pharmacy,4,0,98.02,0
1196,237.50411344863838,Luxury,21,0,79.33,0
1432,239.43236941959205,Restaurant,9,1,68.28,0
1178,3218.7225306234423,Restaurant,9,0,56.68,1
1413,304.81559149283476,Pharmacy,21,0,20.17,0
1484,35.07962359849434,Travel,1,0,60.12,0
1119,399.8845675198868,Grocery,18,0,71.1,0
1092,165.09104502939576,Restaurant,4,0,70.44,0
1048,134.75991129537368,Travel,3,0,49.13,0
1094,301.99952523909303,Travel,6,0,99.96,0
1130,484.5612093981529,Pharmacy,2,1,49.34,0
1495,172.94357705127527,Grocery,2,0,59.65,0
1401,436.41594064138025,Luxury,7,0,23.99,0
1404,205.92508837044872,Luxury,17,0,51.96,0
1461,400.16725274644546,Luxury,12,1,62.8,0
1379,358.2490883121342,Grocery,20,0,85.38,0
1009,311.0756168625097,Electronics,5,0,45.63,0
1441,3333.3802834242597,Electronics,4,0,22.57,1
1244,51.4190780016205,Pharmacy,22,0,48.77,0
1441,310.84467764999096,Grocery,20,0,66.19,0
1371,8.183227885090986,Restaurant,21,0,84.53,0
1421,108.62459437105156,Pharmacy,14,0,90.02,0
1169,322.51209358408556,Pharmacy,22,0,49.18,0
1068,1517.0074402119735,Travel,17,1,86.44,1
1242,405.48556017180994,Luxury,15,0,62.12,0
1290,137.40582652747221,Pharmacy,7,1,73.34,0
1335,477.9179060309037,Pharmacy,2,1,85.27,0
1089,80.01634053678458,Luxury,23,0,80.96,0
1303,1715.4102842625884,Travel,14,0,97.73,1
1320,464.19234482524047,Luxury,13,0,64.31,0
1050,53.02891821874556,Pharmacy,2,0,33.42,0
1199,110.13621118732125,Gas,21,1,74.93,0
1140,145.87153620592375,Restaurant,22,0,65.68,0
1373,192.0274654151695,Travel,16,0,95.2,0
1188,192.933743170652,Grocery,15,0,49.17,0
1202,4380.580032202096,Travel,3,0,65.84,1
1237,327.9695569514652,Grocery,18,0,61.34,0
1226,152.74989603239797,Luxury,18,0,42.68,0
1476,405.8802936255751,Electronics,12,0,58.8,0
1061,90.05735691934422,Travel,4,1,58.85,0
1159,233.32919542704383,Grocery,0,0,68.5,0
1104,340.15139691677126,Electronics,3,0,69.83,0
1185,88.319453367608,Gas,19,0,75.11,0
1271,404.66868706032415,Travel,15,1,65.99,0
1411,218.04058030623872,Electronics,1,1,66.63,0
1352,258.92384048066174,Gas,4,0,87.86,0
1300,380.62294917970104,Travel,10,0,34.97,0
1406,493.4325013389205,Electronics,19,0,88.25,0
1270,6956.527933100848,Grocery,6,0,84.55,1
1494,184.61579531775683,Pharmacy,11,0,40.82,0
1216,418.6289739502199,Grocery,19,0,76.02,0
1324,302.1080624597351,Restaurant,4,0,48.27,0
1031,242.40809333278935,Grocery,4,1,94.66,0
1271,351.80078593939106,Grocery,19,1,90.76,0
1086,1513.373509108634,Pharmacy,19,0,75.07,1
1447,423.8357798800931,Pharmacy,2,0,94.49,0
1412,178.0561544778805,Luxury,19,0,71.41,0
1133,3045.685235310186,Grocery,0,0,40.15,1
1428,1848.3814802069096,Grocery,11,1,38.93,1
1404,309.43319099231655,Travel,18,0,98.31,0
1438,300.59396004340243,Gas,18,0,51.35,0
1149,126.56685818878279,Pharmacy,10,0,65.97,0
1015,7038.825299210563,Restaurant,8,0,38.02,1
1119,45.888406915457004,Grocery,11,0,31.25,0
1177,58.91818959598492,Pharmacy,20,0,96.75,0
1140,267.6575418190678,Pharmacy,10,0,24.06,0
1221,266.41542286998487,Grocery,23,0,27.36,0
1195,2232.164167886228,Electronics,20,1,67.95,1
1170,38.46130342542081,Gas,16,0,66.14,0
1045,3510.121158479212,Grocery,0,0,56.51,1
1227,356.29379116357256,Restaurant,0,0,77.62,0
1242,94.99704394457976,Pharmacy,20,1,69.94,0
1483,366.32118384567946,Restaurant,6,1,87.99,0
1122,4646.644849321092,Luxury,6,0,95.08,1
1089,334.65394452314393,Restaurant,4,0,36.28,0
1201,227.9382459227927,Luxury,7,0,92.55,0
1391,1856.7785117217877,Travel,1,1,71.27,1
1064,479.89241996487175,Pharmacy,2,0,47.79,0
1031,79.93791665108184,Travel,13,0,33.45,0
1193,325.39042794700686,Restaurant,11,0,54.77,0
1173,131.28385847584286,Pharmacy,21,0,59.03,0
1032,3868.705287360123,Pharmacy,2,0,23.69,1
1403,377.24251923907053,Travel,3,0,80.66,0
1177,294.5854035450384,Travel,1,0,38.15,0
1476,153.18054361895025,Restaurant,0,0,35.04,0
1081,318.6520337640898,Luxury,20,0,91.77,0
1252,264.71818686328936,Electronics,8,1,94.19,0
1258,106.59149372942879,Travel,12,0,35.31,0
1080,63.80753196244259,Electronics,23,0,60.0,0
1083,77.25276593615071,Gas,22,0,80.96,0
1381,491.29834914439965,Restaurant,12,0,61.81,0
1455,320.9984220928406,Grocery,3,0,75.2,0
1464,114.35352301583984,Restaurant,23,0,68.12,0
1113,249.02728029208,Grocery,2,0,33.28,0
1407,89.55959058947657,Electronics,3,0,95.54,0
1393,38.58221546469124,Grocery,12,0,80.15,0
1078,334.8302884131738,Luxury,15,0,28.11,0
1110,4176.285336084813,Electronics,4,0,20.85,1
1496,4895.93807681109,Travel,20,0,97.26,1
1454,27.090282763320246,Electronics,8,0,20.62,0
1268,176.02310213068148,Gas,14,0,96.45,0
1321,480.5758099626071,Pharmacy,16,0,70.63,0
1431,179.6605163018046,Restaurant,22,0,41.05,0
1247,29.072140541971443,Restaurant,4,0,99.5,0
1150,431.4503564359135,Grocery,10,1,32.52,0
1158,431.43408789030275,Pharmacy,13,0,69.25,0
1388,287.9141487740744,Electronics,10,0,62.45,0
1034,128.92104976607555,Gas,9,0,89.37,0
1138,414.7820173041735,Grocery,23,0,41.47,0
1473,322.65831921615484,Travel,22,0,95.63,0
1112,4894.768677424396,Gas,9,0,78.24,1
1148,264.89499143331557,Grocery,17,0,37.5,0
1493,380.0415128153958,Electronics,23,0,55.06,0
1160,210.50298394022644,Grocery,23,0,89.53,0
1161,36.31354570965614,Grocery,9,0,45.67,0
1120,425.83056445741516,Electronics,16,0,88.3,0
1161,211.01076378322702,Luxury,3,1,32.7,0
1471,487.33947311582426,Travel,20,0,21.43,0
1203,122.38917857232985,Travel,13,0,70.79,0
1443,60.26902897865899,Luxury,13,0,53.55,0
1095,195.25880703766077,Grocery,11,0,63.11,0
1130,303.6020476358482,Restaurant,0,0,26.87,0
1418,360.95269433863115,Grocery,20,0,24.69,0
1235,216.06153120995774,Gas,19,0,71.34,0
1295,305.9121405309656,Luxury,7,0,47.94,0
1365,416.66243208868525,Grocery,4,0,56.25,0
1429,280.7036949799822,Travel,17,0,38.88,0
1455,270.7823420489392,Grocery,2,0,21.38,0
1362,159.0051435424985,Pharmacy,4,0,99.49,0
1236,458.1450006392406,Gas,1,0,61.16,0
1116,130.94285107095396,Travel,11,0,51.24,0
1124,2517.643583155638,Pharmacy,8,1,57.39,1
1075,347.87529541953955,Electronics,2,0,27.27,0
1375,142.31528649323832,Restaurant,22,0,82.37,0
1003,6562.767192901296,Electronics,13,0,94.75,1
1238,995.3317440753759,Grocery,21,1,96.75,1
1115,4239.767965477342,Restaurant,0,0,90.07,1
1203,220.5373843732834,Luxury,5,1,38.46,0
1342,138.59651648077863,Luxury,16,1,49.02,0
1234,1237.4649615856033,Pharmacy,5,0,90.93,1
1253,123.63150943488328,Grocery,15,0,47.77,0
1220,120.1329824462199,Luxury,1,0,60.06,0
1380,159.49267644154517,Restaurant,13,0,51.45,0
1176,43.40996960001304,Gas,17,0,58.96,0
1463,208.44044669642443,Restaurant,0,0,26.68,0
1194,217.0488936075294,Luxury,0,0,59.47,0
1326,192.51396772081432,Gas,22,0,73.76,0
1197,5.263016077380092,Luxury,12,0,21.38,0
1269,76.64306340644444,Gas,5,1,86.45,0
1207,2404.3487154409877,Pharmacy,5,0,85.92,1
1495,217.56932358696486,Pharmacy,12,0,81.41,0
1017,3790.0805318704593,Grocery,5,0,92.73,1
1429,21.51042565680906,Restaurant,19,0,61.96,0
1287,435.1132029424244,Grocery,13,0,54.75,0
1157,1394.168900974394,Travel,14,1,96.98,1
1014,364.2104151705816,Electronics,1,0,48.35,0
1160,139.8071388462196,Travel,0,0,78.5,0
1217,285.20560968446034,Pharmacy,16,0,26.68,0
1174,76.24367932105349,Luxury,17,0,45.8,0
1156,79.85395609752344,Gas,3,0,74.75,0
1133,24.836055720080783,Gas,3,0,43.07,0
1486,100.5223581106686,Electronics,11,0,74.5,0
1255,195.95617062441715,Gas,0,0,58.6,0
1128,45.0974549049302,Electronics,7,0,79.96,0
1430,47.16576781337089,Electronics,22,0,65.63,0
1259,3214.2223630980084,Electronics,2,1,54.42,1
1455,98.53334376449985,Gas,21,0,58.49,0
1256,86.88686112445455,Electronics,7,1,42.12,0
1259,218.55032045725116,Electronics,16,0,67.86,0
1395,351.2036287681357,Restaurant,0,0,55.82,0
1083,59.904258752903,Pharmacy,4,0,97.01,0
1176,280.19978546809034,Electronics,9,0,40.41,0
1170,216.59628966338366,Grocery,7,0,23.08,0
1342,3021.697330370744,Restaurant,7,0,82.03,1
1280,309.5191434773072,Gas,13,0,62.61,0
1116,2067.9752590689486,Grocery,8,0,63.22,1
1041,414.89856330229173,Gas,15,0,73.67,0
1421,323.39824434202546,Luxury,19,0,92.39,0
1275,493.54401484871903,Restaurant,6,0,38.15,0
1018,234.89428341256925,Grocery,21,0,74.69,0
1224,472.30667661648243,Luxury,20,0,25.82,0
1121,943.5488319865476,Restaurant,17,0,59.83,1
1147,367.6054226835125,Pharmacy,8,0,75.06,0
1265,188.3359347571507,Pharmacy,23,0,26.89,0
1343,416.8352343868418,Pharmacy,4,0,37.17,0
1458,484.0765708888788,Electronics,10,0,21.68,0
1424,48.773465741185106,Luxury,19,0,27.03,0
1283,454.85586042655245,Electronics,15,1,43.92,0
1162,2083.429052394414,Pharmacy,18,0,54.91,1
1034,195.31817174825053,Travel,10,0,34.8,0
1321,1016.1065300391776,Travel,3,0,65.44,1
1109,175.27308492091333,Electronics,2,1,30.78,0
1324,71.08333428946321,Gas,10,0,34.07,0
1364,1526.1402169651,Restaurant,4,1,88.86,1
1335,160.41847743778655,Travel,5,0,83.9,0
1474,36.9628541429078,Gas,17,0,85.17,0
1466,225.38998421627437,Electronics,22,0,91.88,0
1089,463.7000611165212,Pharmacy,14,0,52.31,0
1442,6785.381420253547,Travel,13,0,54.34,1
1250,643.3505308230683,Restaurant,12,0,55.68,1
1247,2900.6702076356046,Gas,12,1,89.88,1
1356,29.80405058383319,Travel,4,0,86.82,0
1080,397.26244114108465,Luxury,16,0,63.87,0
1356,33.24708194905539,Grocery,16,0,46.99,0
1059,79.62392255008028,Pharmacy,15,0,35.96,0
1234,6513.320218273471,Gas,1,1,47.61,1
1316,324.4869735459503,Pharmacy,2,0,36.94,0
1351,232.70065751402151,Luxury,2,0,42.69,0
1162,75.00203533347106,Grocery,17,0,45.48,0
1323,473.3088741947017,Gas,21,0,96.6,0
1178,465.8876437115822,Restaurant,2,0,60.49,0
1443,4599.266047744206,Restaurant,2,0,74.36,1
1099,291.38016998413343,Pharmacy,7,0,79.99,0
1209,221.37999782684184,Pharmacy,0,0,33.84,0
1489,498.39171702241293,Gas,3,0,24.01,0
1016,445.64545093447356,Gas,4,0,34.89,0
1479,347.63862711729,Gas,9,1,91.54,0
1341,443.85343652886917,Restaurant,9,0,79.01,0
1442,466.0165779773641,Electronics,21,0,87.18,0
1471,421.7639782040875,Grocery,7,0,48.32,0
1213,183.02677249883143,Restaurant,16,0,45.12,0
1177,358.93114963536465,Electronics,3,0,23.59,0
1365,75.59553529554695,Electronics,14,1,25.6,0
1273,245.85128779889953,Restaurant,6,0,21.41,0
1483,402.2235305714805,Electronics,0,0,68.43,0
1182,346.9231212404796,Electronics,6,0,93.82,0
1192,165.27544963929603,Electronics,6,0,56.85,0
1116,7460.132655574176,Restaurant,7,1,62.85,1
1377,263.53633111253026,Pharmacy,11,0,68.98,0
1273,66.2824600275874,Gas,17,0,30.67,0
1239,132.57850844603269,Travel,10,0,72.42,0
1320,310.37925672733974,Gas,23,0,72.66,0
1192,103.96450657310328,Grocery,17,1,95.08,0
1385,3448.089187249544,Travel,0,0,26.12,1
1342,3027.2668432762216,Luxury,3,1,23.65,1
1402,274.49141684255994,Restaurant,17,1,81.71,0
1250,440.8008996291346,Travel,17,0,36.73,0
1458,2698.9877765545116,Pharmacy,9,1,77.34,1
1049,86.43784871391651,Restaurant,16,0,37.99,0
1376,67.1302934502028,Pharmacy,19,0,79.55,0
1315,239.9028052216899,Travel,21,0,86.73,0
1195,252.8597927911073,Gas,15,1,29.23,0
1167,108.37517453813652,Gas,6,0,36.73,0
1058,425.14128129599754,Grocery,18,0,42.1,0
1100,246.68935706829492,Electronics,3,0,73.15,0
1028,51.742576379253606,Pharmacy,1,0,66.01,0
1279,18.609062455019323,Luxury,7,0,27.85,0
1444,91.90171781872638,Grocery,14,0,86.8,0
1153,267.72483825189283,Gas,9,0,76.04,0
1000,108.18757063567199,Restaurant,0,0,29.31,0
1244,20.947745477943243,Gas,10,0,65.82,0
1398,2267.277275143654,Electronics,19,1,40.62,1
1253,273.57549912219963,Grocery,22,0,86.6,0
1363,628.940102759364,Travel,6,0,22.72,1
1437,469.3922582877523,Electronics,3,0,41.94,0
1208,262.6888123637839,Electronics,22,0,47.81,0
1377,1166.495558216753,Grocery,18,1,67.51,1
1386,415.9531628141297,Restaurant,21,0,70.81,0
1206,346.4575591652091,Gas,2,0,37.54,0
1494,957.9925425188288,Gas,1,0,42.76,1
1377,53.24696527488979,Luxury,23,0,32.93,0
1342,389.4041605193787,Gas,14,0,99.61,0
1409,1392.86781164884,Luxury,21,0,34.01,1
1235,365.71329787456955,Grocery,4,0,73.77,0
1344,424.66743160325075,Travel,20,0,68.2,0
1025,467.65088251048473,Travel,22,0,66.42,0
1077,291.1789325564707,Travel,13,0,71.48,0
1397,476.52125921439955,Travel,0,1,45.68,0
1358,444.4883586867847,Gas,12,0,81.98,0
1379,124.83448651949222,Pharmacy,19,1,84.96,0
1148,5849.007379043625,Restaurant,10,0,54.62,1
1108,342.23909018752704,Travel,20,0,61.01,0
1155,5166.153899224365,Restaurant,12,0,41.05,1
1334,4457.603934899424,Luxury,1,0,35.37,1
1457,20.152636311570877,Travel,11,0,30.35,0
1260,347.3146222348152,Travel,5,0,40.37,0
1085,433.92288972244035,Restaurant,13,0,96.86,0
1170,426.82271649617593,Travel,2,0,72.47,0
1284,136.11455737595313,Grocery,5,0,82.78,0
1153,187.91236571768562,Pharmacy,23,0,34.96,0
1000,485.98423946784334,Travel,12,0,80.31,0
1285,16.662982538117447,Restaurant,13,0,89.24,0
1298,331.974384678897,Restaurant,10,0,52.54,0
1252,398.24002969501,Grocery,5,0,32.0,0
1186,316.0000975032154,Gas,16,0,23.53,0
1174,355.17888223632315,Luxury,21,0,47.19,0
1323,353.34928600170383,Travel,11,0,84.81,0
1165,160.58146292631238,Travel,9,1,59.36,0
1206,108.86481258191849,Luxury,22,1,91.8,0
1205,20.02182100976529,Pharmacy,5,0,87.87,0
1126,238.1613185699501,Pharmacy,8,1,49.53,0
1039,322.684731337023,Pharmacy,15,0,80.62,0
1474,278.47251929238604,Grocery,6,1,85.89,0
1423,137.65610845018577,Luxury,20,0,52.2,0
1054,229.23723378712808,Luxury,7,0,98.68,0
1488,139.46334023431208,Grocery,22,1,25.93,0
1325,146.34841466611223,Pharmacy,5,0,73.96,0
1167,4869.835258736899,Luxury,2,0,37.32,1
1107,469.2982421605688,Grocery,4,0,37.23,0
1211,136.25224681466136,Electronics,16,0,22.75,0
1183,468.25132914372796,Luxury,3,0,35.88,0
1032,128.0427548553749,Restaurant,19,0,59.29,0
